station_id,day_type,hour_of_day,predicted_crowd_level,minutes_until_next_train,is_operating
KG17,Weekend,11,3,6,True
KG17,Weekend,12,3,2,True
KG17,Weekend,13,3,5,True
KG17,Weekend,14,3,1,True
KG17,Weekend,15,3,4,True
KG17,Weekend,16,3,0,True
KG17,Weekend,17,3,0,True
KG17,Weekend,18,3,0,True
KG17,Weekend,19,3,0,True
KG17,Weekend,20,2,4,True
KG17,Weekend,21,2,0,True
KG17,Weekend,22,2,0,True
KG17,Weekend,23,2,0,True
KG18A,Weekday,0,1,-1,False
KG18A,Weekday,1,1,-1,False
KG18A,Weekday,2,1,-1,False
KG18A,Weekday,3,1,-1,False
KG18A,Weekday,4,1,-1,False
KG18A,Weekday,5,1,-1,False
KG18A,Weekday,6,2,0,True
KG18A,Weekday,7,5,0,True
KG18A,Weekday,8,5,0,True
KG18A,Weekday,9,2,0,True
KG18A,Weekday,10,2,3,True
KG18A,Weekday,11,2,6,True
KG18A,Weekday,12,2,2,True
KG18A,Weekday,13,2,5,True
KG18A,Weekday,14,2,1,True
KG18A,Weekday,15,2,4,True
KG18A,Weekday,16,2,0,True
KG18A,Weekday,17,5,0,True
KG18A,Weekday,18,5,0,True
KG18A,Weekday,19,2,0,True
KG18A,Weekday,20,2,4,True
KG18A,Weekday,21,2,0,True
KG18A,Weekday,22,2,0,True
KG18A,Weekday,23,2,0,True
KG18A,Weekend,0,1,-1,False
KG18A,Weekend,1,1,-1,False
KG18A,Weekend,2,1,-1,False
KG18A,Weekend,3,1,-1,False
KG18A,Weekend,4,1,-1,False
KG18A,Weekend,5,1,-1,False
KG18A,Weekend,6,2,0,True
KG18A,Weekend,7,2,0,True
KG18A,Weekend,8,2,0,True
KG18A,Weekend,9,2,0,True
KG18A,Weekend,10,3,3,True
KG18A,Weekend,11,3,6,True
KG18A,Weekend,12,3,2,True
KG18A,Weekend,13,3,5,True
KG18A,Weekend,14,3,1,True
KG18A,Weekend,15,3,4,True
KG18A,Weekend,16,3,0,True
KG18A,Weekend,17,3,0,True
KG18A,Weekend,18,3,0,True
KG18A,Weekend,19,3,0,True
KG18A,Weekend,20,2,4,True
KG18A,Weekend,21,2,0,True
KG18A,Weekend,22,2,0,True
KG18A,Weekend,23,2,0,True
KG20,Weekday,0,1,-1,False
KG20,Weekday,1,1,-1,False
KG20,Weekday,2,1,-1,False
KG20,Weekday,3,1,-1,False
KG20,Weekday,4,1,-1,False
KG20,Weekday,5,1,-1,False
KG20,Weekday,6,2,0,True
KG20,Weekday,7,5,0,True
KG20,Weekday,8,5,0,True
KG20,Weekday,9,2,0,True
KG20,Weekday,10,2,3,True
KG20,Weekday,11,2,6,True
KG20,Weekday,12,2,2,True
KG20,Weekday,13,2,5,True
KG20,Weekday,14,2,1,True
KG20,Weekday,15,2,4,True
KG20,Weekday,16,2,0,True
KG20,Weekday,17,5,0,True
KG20,Weekday,18,5,0,True
KG20,Weekday,19,2,0,True
KG20,Weekday,20,2,4,True
KG20,Weekday,21,2,0,True
KG20,Weekday,22,2,0,True
KG20,Weekday,23,2,0,True
KG20,Weekend,0,1,-1,False
KG20,Weekend,1,1,-1,False
KG20,Weekend,2,1,-1,False
KG20,Weekend,3,1,-1,False
KG20,Weekend,4,1,-1,False
KG20,Weekend,5,1,-1,False
KG20,Weekend,6,2,0,True
KG20,Weekend,7,2,0,True
KG20,Weekend,8,2,0,True
KG20,Weekend,9,2,0,True
KG20,Weekend,10,3,3,True
KG20,Weekend,11,3,6,True
KG20,Weekend,12,3,2,True
KG20,Weekend,13,3,5,True
KG20,Weekend,14,3,1,True
KG20,Weekend,15,3,4,True
KG20,Weekend,16,3,0,True
KG20,Weekend,17,3,0,True
KG20,Weekend,18,3,0,True
KG20,Weekend,19,3,0,True
KG20,Weekend,20,2,4,True
KG20,Weekend,21,2,0,True
KG20,Weekend,22,2,0,True
KG20,Weekend,23,2,0,True
KG21,Weekday,0,1,-1,False
KG21,Weekday,1,1,-1,False
KG21,Weekday,2,1,-1,False
KG21,Weekday,3,1,-1,False
KG21,Weekday,4,1,-1,False
KG21,Weekday,5,1,-1,False
KG21,Weekday,6,4,0,True
KG21,Weekday,7,5,0,True
KG21,Weekday,8,5,0,True
KG21,Weekday,9,1,0,True
KG21,Weekday,10,1,3,True
KG21,Weekday,11,1,6,True
KG21,Weekday,12,1,2,True
KG21,Weekday,13,1,5,True
KG21,Weekday,14,1,1,True
KG21,Weekday,15,1,4,True
KG21,Weekday,16,1,0,True
KG21,Weekday,17,3,0,True
KG21,Weekday,18,3,0,True
KG21,Weekday,19,3,0,True
KG21,Weekday,20,1,4,True
KG21,Weekday,21,1,0,True
KG21,Weekday,22,1,0,True
KG21,Weekday,23,1,0,True
KG21,Weekend,0,1,-1,False
KG21,Weekend,1,1,-1,False
KG21,Weekend,2,1,-1,False
KG21,Weekend,3,1,-1,False
KG21,Weekend,4,1,-1,False
KG21,Weekend,5,1,-1,False
KG21,Weekend,6,1,0,True
KG21,Weekend,7,1,0,True
KG21,Weekend,8,1,0,True
KG21,Weekend,9,1,0,True
KG21,Weekend,10,2,3,True
KG21,Weekend,11,2,6,True
KG21,Weekend,12,2,2,True
KG21,Weekend,13,2,5,True
KG21,Weekend,14,2,1,True
KG21,Weekend,15,2,4,True
KG21,Weekend,16,2,0,True
KG21,Weekend,17,2,0,True
KG21,Weekend,18,2,0,True
KG21,Weekend,19,2,0,True
KG21,Weekend,20,2,4,True
KG21,Weekend,21,1,0,True
KG21,Weekend,22,1,0,True
KG21,Weekend,23,1,0,True
KG22,Weekday,0,1,-1,False
KG22,Weekday,1,1,-1,False
KG22,Weekday,2,1,-1,False
KG22,Weekday,3,1,-1,False
KG22,Weekday,4,1,-1,False
KG22,Weekday,5,1,-1,False
KG22,Weekday,6,2,0,True
KG22,Weekday,7,5,0,True
KG22,Weekday,8,5,0,True
KG22,Weekday,9,2,0,True
KG22,Weekday,10,2,3,True
KG22,Weekday,11,2,6,True
KG22,Weekday,12,2,2,True
KG22,Weekday,13,2,5,True
KG22,Weekday,14,2,1,True
KG22,Weekday,15,2,4,True
KG22,Weekday,16,2,0,True
KG22,Weekday,17,5,0,True
KG22,Weekday,18,5,0,True
KG22,Weekday,19,2,0,True
KG22,Weekday,20,2,4,True
KG22,Weekday,21,2,0,True
KG22,Weekday,22,2,0,True
KG22,Weekday,23,2,0,True
KG22,Weekend,0,1,-1,False
KG22,Weekend,1,1,-1,False
KG22,Weekend,2,1,-1,False
KG22,Weekend,3,1,-1,False
KG22,Weekend,4,1,-1,False
KG22,Weekend,5,1,-1,False
KG22,Weekend,6,2,0,True
KG22,Weekend,7,2,0,True
KG22,Weekend,8,2,0,True
KG22,Weekend,9,2,0,True
KG22,Weekend,10,3,3,True
KG22,Weekend,11,3,6,True
KG22,Weekend,12,3,2,True
KG22,Weekend,13,3,5,True
KG22,Weekend,14,3,1,True
KG22,Weekend,15,3,4,True
KG22,Weekend,16,3,0,True
KG22,Weekend,17,3,0,True
KG22,Weekend,18,3,0,True
KG22,Weekend,19,3,0,True
KG22,Weekend,20,2,4,True
KG22,Weekend,21,2,0,True
KG22,Weekend,22,2,0,True
KG22,Weekend,23,2,0,True
KG23,Weekday,0,1,-1,False
KG23,Weekday,1,1,-1,False
KG23,Weekday,2,1,-1,False
KG23,Weekday,3,1,-1,False
KG23,Weekday,4,1,-1,False
KG23,Weekday,5,1,-1,False
KG23,Weekday,6,4,0,True
KG23,Weekday,7,5,0,True
KG23,Weekday,8,5,0,True
KG23,Weekday,9,1,0,True
KG23,Weekday,10,1,3,True
KG23,Weekday,11,1,6,True
KG23,Weekday,12,1,2,True
KG23,Weekday,13,1,5,True
KG23,Weekday,14,1,1,True
KG23,Weekday,15,1,4,True
KG23,Weekday,16,1,0,True
KG23,Weekday,17,3,0,True
KG23,Weekday,18,3,0,True
KG23,Weekday,19,3,0,True
KG23,Weekday,20,1,4,True
KG23,Weekday,21,1,0,True
KG23,Weekday,22,1,0,True
KG23,Weekday,23,1,0,True
KG23,Weekend,0,1,-1,False
KG23,Weekend,1,1,-1,False
KG23,Weekend,2,1,-1,False
KG23,Weekend,3,1,-1,False
KG23,Weekend,4,1,-1,False
KG23,Weekend,5,1,-1,False
KG23,Weekend,6,1,0,True
KG23,Weekend,7,1,0,True
KG23,Weekend,8,1,0,True
KG23,Weekend,9,1,0,True
KG23,Weekend,10,2,3,True
KG23,Weekend,11,2,6,True
KG23,Weekend,12,2,2,True
KG23,Weekend,13,2,5,True
KG23,Weekend,14,2,1,True
KG23,Weekend,15,2,4,True
KG23,Weekend,16,2,0,True
KG23,Weekend,17,2,0,True
KG23,Weekend,18,2,0,True
KG23,Weekend,19,2,0,True
KG23,Weekend,20,2,4,True
KG23,Weekend,21,1,0,True
KG23,Weekend,22,1,0,True
KG23,Weekend,23,1,0,True
KG24,Weekday,0,1,-1,False
KG24,Weekday,1,1,-1,False
KG24,Weekday,2,1,-1,False
KG24,Weekday,3,1,-1,False
KG24,Weekday,4,1,-1,False
KG24,Weekday,5,1,-1,False
KG24,Weekday,6,4,0,True
KG24,Weekday,7,5,0,True
KG24,Weekday,8,5,0,True
KG24,Weekday,9,1,0,True
KG24,Weekday,10,1,3,True
KG24,Weekday,11,1,6,True
KG24,Weekday,12,1,2,True
KG24,Weekday,13,1,5,True
KG24,Weekday,14,1,1,True
KG24,Weekday,15,1,4,True
KG24,Weekday,16,1,0,True
KG24,Weekday,17,3,0,True
KG24,Weekday,18,3,0,True
KG24,Weekday,19,3,0,True
KG24,Weekday,20,1,4,True
KG24,Weekday,21,1,0,True
KG24,Weekday,22,1,0,True
KG24,Weekday,23,1,0,True
KG24,Weekend,0,1,-1,False
KG24,Weekend,1,1,-1,False
KG24,Weekend,2,1,-1,False
KG24,Weekend,3,1,-1,False
KG24,Weekend,4,1,-1,False
KG24,Weekend,5,1,-1,False
KG24,Weekend,6,1,0,True
KG24,Weekend,7,1,0,True
KG24,Weekend,8,1,0,True
KG24,Weekend,9,1,0,True
KG24,Weekend,10,2,3,True
KG24,Weekend,11,2,6,True
KG24,Weekend,12,2,2,True
KG24,Weekend,13,2,5,True
KG24,Weekend,14,2,1,True
KG24,Weekend,15,2,4,True
KG24,Weekend,16,2,0,True
KG24,Weekend,17,2,0,True
KG24,Weekend,18,2,0,True
KG24,Weekend,19,2,0,True
KG24,Weekend,20,2,4,True
KG24,Weekend,21,1,0,True
KG24,Weekend,22,1,0,True
KG24,Weekend,23,1,0,True
KG25,Weekday,0,1,-1,False
KG25,Weekday,1,1,-1,False
KG25,Weekday,2,1,-1,False
KG25,Weekday,3,1,-1,False
KG25,Weekday,4,1,-1,False
KG25,Weekday,5,1,-1,False
KG25,Weekday,6,4,0,True
KG25,Weekday,7,5,0,True
KG25,Weekday,8,5,0,True
KG25,Weekday,9,1,0,True
KG25,Weekday,10,1,3,True
KG25,Weekday,11,1,6,True
KG25,Weekday,12,1,2,True
KG25,Weekday,13,1,5,True
KG25,Weekday,14,1,1,True
KG25,Weekday,15,1,4,True
KG25,Weekday,16,1,0,True
KG25,Weekday,17,3,0,True
KG25,Weekday,18,3,0,True
KG25,Weekday,19,3,0,True
KG25,Weekday,20,1,4,True
KG25,Weekday,21,1,0,True
KG25,Weekday,22,1,0,True
KG25,Weekday,23,1,0,True
KG25,Weekend,0,1,-1,False
KG25,Weekend,1,1,-1,False
KG25,Weekend,2,1,-1,False
KG25,Weekend,3,1,-1,False
KG25,Weekend,4,1,-1,False
KG25,Weekend,5,1,-1,False
KG25,Weekend,6,1,0,True
KG25,Weekend,7,1,0,True
KG25,Weekend,8,1,0,True
KG25,Weekend,9,1,0,True
KG25,Weekend,10,2,3,True
KG25,Weekend,11,2,6,True
KG25,Weekend,12,2,2,True
KG25,Weekend,13,2,5,True
KG25,Weekend,14,2,1,True
KG25,Weekend,15,2,4,True
KG25,Weekend,16,2,0,True
KG25,Weekend,17,2,0,True
KG25,Weekend,18,2,0,True
KG25,Weekend,19,2,0,True
KG25,Weekend,20,2,4,True
KG25,Weekend,21,1,0,True
KG25,Weekend,22,1,0,True
KG25,Weekend,23,1,0,True
KG26,Weekday,0,1,-1,False
KG26,Weekday,1,1,-1,False
KG26,Weekday,2,1,-1,False
KG26,Weekday,3,1,-1,False
KG26,Weekday,4,1,-1,False
KG26,Weekday,5,1,-1,False
KG26,Weekday,6,4,0,True
KG26,Weekday,7,5,0,True
KG26,Weekday,8,5,0,True
KG26,Weekday,9,1,0,True
KG26,Weekday,10,1,3,True
KG26,Weekday,11,1,6,True
KG26,Weekday,12,1,2,True
KG26,Weekday,13,1,5,True
KG26,Weekday,14,1,1,True
KG26,Weekday,15,1,4,True
KG26,Weekday,16,1,0,True
KG26,Weekday,17,3,0,True
KG26,Weekday,18,3,0,True
KG26,Weekday,19,3,0,True
KG26,Weekday,20,1,4,True
KG26,Weekday,21,1,0,True
KG26,Weekday,22,1,0,True
KG26,Weekday,23,1,0,True
KG26,Weekend,0,1,-1,False
KG26,Weekend,1,1,-1,False
KG26,Weekend,2,1,-1,False
KG26,Weekend,3,1,-1,False
KG26,Weekend,4,1,-1,False
KG26,Weekend,5,1,-1,False
KG26,Weekend,6,1,0,True
KG26,Weekend,7,1,0,True
KG26,Weekend,8,1,0,True
KG26,Weekend,9,1,0,True
KG26,Weekend,10,2,3,True
KG26,Weekend,11,2,6,True
KG26,Weekend,12,2,2,True
KG26,Weekend,13,2,5,True
KG26,Weekend,14,2,1,True
KG26,Weekend,15,2,4,True
KG26,Weekend,16,2,0,True
KG26,Weekend,17,2,0,True
KG26,Weekend,18,2,0,True
KG26,Weekend,19,2,0,True
KG26,Weekend,20,2,4,True
KG26,Weekend,21,1,0,True
KG26,Weekend,22,1,0,True
KG26,Weekend,23,1,0,True
KG27,Weekday,0,1,-1,False
KG27,Weekday,1,1,-1,False
KG27,Weekday,2,1,-1,False
KG27,Weekday,3,1,-1,False
KG27,Weekday,4,1,-1,False
KG27,Weekday,5,1,-1,False
KG27,Weekday,6,4,0,True
KG27,Weekday,7,5,0,True
KG27,Weekday,8,5,0,True
KG27,Weekday,9,1,0,True
KG27,Weekday,10,1,3,True
KG27,Weekday,11,1,6,True
KG27,Weekday,12,1,2,True
KG27,Weekday,13,1,5,True
KG27,Weekday,14,1,1,True
KG27,Weekday,15,1,4,True
KG27,Weekday,16,1,0,True
KG27,Weekday,17,3,0,True
KG27,Weekday,18,3,0,True
KG27,Weekday,19,3,0,True
KG27,Weekday,20,1,4,True
KG27,Weekday,21,1,0,True
KG27,Weekday,22,1,0,True
KG27,Weekday,23,1,0,True
KG27,Weekend,0,1,-1,False
KG27,Weekend,1,1,-1,False
KG27,Weekend,2,1,-1,False
KG27,Weekend,3,1,-1,False
KG27,Weekend,4,1,-1,False
KG27,Weekend,5,1,-1,False
KG27,Weekend,6,1,0,True
KG27,Weekend,7,1,0,True
KG27,Weekend,8,1,0,True
KG27,Weekend,9,1,0,True
KG27,Weekend,10,2,3,True
KG27,Weekend,11,2,6,True
KG27,Weekend,12,2,2,True
KG27,Weekend,13,2,5,True
KG27,Weekend,14,2,1,True
KG27,Weekend,15,2,4,True
KG27,Weekend,16,2,0,True
KG27,Weekend,17,2,0,True
KG27,Weekend,18,2,0,True
KG27,Weekend,19,2,0,True
KG27,Weekend,20,2,4,True
KG27,Weekend,21,1,0,True
KG27,Weekend,22,1,0,True
KG27,Weekend,23,1,0,True
KG28,Weekday,0,1,-1,False
KG28,Weekday,1,1,-1,False
KG28,Weekday,2,1,-1,False
KG28,Weekday,3,1,-1,False
KG28,Weekday,4,1,-1,False
KG28,Weekday,5,1,-1,False
KG28,Weekday,6,4,0,True
KG28,Weekday,7,5,0,True
KG28,Weekday,8,5,0,True
KG28,Weekday,9,1,0,True
KG28,Weekday,10,1,3,True
KG28,Weekday,11,1,6,True
KG28,Weekday,12,1,2,True
KG28,Weekday,13,1,5,True
KG28,Weekday,14,1,1,True
KG28,Weekday,15,1,4,True
KG28,Weekday,16,1,0,True
KG28,Weekday,17,3,0,True
KG28,Weekday,18,3,0,True
KG28,Weekday,19,3,0,True
KG28,Weekday,20,1,4,True
KG28,Weekday,21,1,0,True
KG28,Weekday,22,1,0,True
KG28,Weekday,23,1,0,True
KG28,Weekend,0,1,-1,False
KG28,Weekend,1,1,-1,False
KG28,Weekend,2,1,-1,False
KG28,Weekend,3,1,-1,False
KG28,Weekend,4,1,-1,False
KG28,Weekend,5,1,-1,False
KG28,Weekend,6,1,0,True
KG28,Weekend,7,1,0,True
KG28,Weekend,8,1,0,True
KG28,Weekend,9,1,0,True
KG28,Weekend,10,2,3,True
KG28,Weekend,11,2,6,True
KG28,Weekend,12,2,2,True
KG28,Weekend,13,2,5,True
KG28,Weekend,14,2,1,True
KG28,Weekend,15,2,4,True
KG28,Weekend,16,2,0,True
KG28,Weekend,17,2,0,True
KG28,Weekend,18,2,0,True
KG28,Weekend,19,2,0,True
KG28,Weekend,20,2,4,True
KG28,Weekend,21,1,0,True
KG28,Weekend,22,1,0,True
KG28,Weekend,23,1,0,True
KG29,Weekday,0,1,-1,False
KG29,Weekday,1,1,-1,False
KG29,Weekday,2,1,-1,False
KG29,Weekday,3,1,-1,False
KG29,Weekday,4,1,-1,False
KG29,Weekday,5,1,-1,False
KG29,Weekday,6,4,0,True
KG29,Weekday,7,5,0,True
KG29,Weekday,8,5,0,True
KG29,Weekday,9,1,0,True
KG29,Weekday,10,1,3,True
KG29,Weekday,11,1,6,True
KG29,Weekday,12,1,2,True
KG29,Weekday,13,1,5,True
KG29,Weekday,14,1,1,True
KG29,Weekday,15,1,4,True
KG29,Weekday,16,1,0,True
KG29,Weekday,17,3,0,True
KG29,Weekday,18,3,0,True
KG29,Weekday,19,3,0,True
KG29,Weekday,20,1,4,True
KG29,Weekday,21,1,0,True
KG29,Weekday,22,1,0,True
KG29,Weekday,23,1,0,True
KG29,Weekend,0,1,-1,False
KG29,Weekend,1,1,-1,False
KG29,Weekend,2,1,-1,False
KG29,Weekend,3,1,-1,False
KG29,Weekend,4,1,-1,False
KG29,Weekend,5,1,-1,False
KG29,Weekend,6,1,0,True
KG29,Weekend,7,1,0,True
KG29,Weekend,8,1,0,True
KG29,Weekend,9,1,0,True
KG29,Weekend,10,2,3,True
KG29,Weekend,11,2,6,True
KG29,Weekend,12,2,2,True
KG29,Weekend,13,2,5,True
KG29,Weekend,14,2,1,True
KG29,Weekend,15,2,4,True
KG29,Weekend,16,2,0,True
KG29,Weekend,17,2,0,True
KG29,Weekend,18,2,0,True
KG29,Weekend,19,2,0,True
KG29,Weekend,20,2,4,True
KG29,Weekend,21,1,0,True
KG29,Weekend,22,1,0,True
KG29,Weekend,23,1,0,True
KG30,Weekday,0,1,-1,False
KG30,Weekday,1,1,-1,False
KG30,Weekday,2,1,-1,False
KG30,Weekday,3,1,-1,False
KG30,Weekday,4,1,-1,False
KG30,Weekday,5,1,-1,False
KG30,Weekday,6,4,0,True
KG30,Weekday,7,5,0,True
KG30,Weekday,8,5,0,True
KG30,Weekday,9,1,0,True
KG30,Weekday,10,1,3,True
KG30,Weekday,11,1,6,True
KG30,Weekday,12,1,2,True
KG30,Weekday,13,1,5,True
KG30,Weekday,14,1,1,True
KG30,Weekday,15,1,4,True
KG30,Weekday,16,1,0,True
KG30,Weekday,17,3,0,True
KG30,Weekday,18,3,0,True
KG30,Weekday,19,3,0,True
KG30,Weekday,20,1,4,True
KG30,Weekday,21,1,0,True
KG30,Weekday,22,1,0,True
KG30,Weekday,23,1,0,True
KG30,Weekend,0,1,-1,False
KG30,Weekend,1,1,-1,False
KG30,Weekend,2,1,-1,False
KG30,Weekend,3,1,-1,False
KG30,Weekend,4,1,-1,False
KG30,Weekend,5,1,-1,False
KG30,Weekend,6,1,0,True
KG30,Weekend,7,1,0,True
KG30,Weekend,8,1,0,True
KG30,Weekend,9,1,0,True
KG30,Weekend,10,2,3,True
KG30,Weekend,11,2,6,True
KG30,Weekend,12,2,2,True
KG30,Weekend,13,2,5,True
KG30,Weekend,14,2,1,True
KG30,Weekend,15,2,4,True
KG30,Weekend,16,2,0,True
KG30,Weekend,17,2,0,True
KG30,Weekend,18,2,0,True
KG30,Weekend,19,2,0,True
KG30,Weekend,20,2,4,True
KG30,Weekend,21,1,0,True
KG30,Weekend,22,1,0,True
KG30,Weekend,23,1,0,True
KG31,Weekday,0,1,-1,False
KG31,Weekday,1,1,-1,False
KG31,Weekday,2,1,-1,False
KG31,Weekday,3,1,-1,False
KG31,Weekday,4,1,-1,False
KG31,Weekday,5,1,-1,False
KG31,Weekday,6,4,0,True
KG31,Weekday,7,5,0,True
KG31,Weekday,8,5,0,True
KG31,Weekday,9,1,0,True
KG31,Weekday,10,1,3,True
KG31,Weekday,11,1,6,True
KG31,Weekday,12,1,2,True
KG31,Weekday,13,1,5,True
KG31,Weekday,14,1,1,True
KG31,Weekday,15,1,4,True
KG31,Weekday,16,1,0,True
KG31,Weekday,17,3,0,True
KG31,Weekday,18,3,0,True
KG31,Weekday,19,3,0,True
KG31,Weekday,20,1,4,True
KG31,Weekday,21,1,0,True
KG31,Weekday,22,1,0,True
KG31,Weekday,23,1,0,True
KG31,Weekend,0,1,-1,False
KG31,Weekend,1,1,-1,False
KG31,Weekend,2,1,-1,False
KG31,Weekend,3,1,-1,False
KG31,Weekend,4,1,-1,False
KG31,Weekend,5,1,-1,False
KG31,Weekend,6,1,0,True
KG31,Weekend,7,1,0,True
KG31,Weekend,8,1,0,True
KG31,Weekend,9,1,0,True
KG31,Weekend,10,2,3,True
KG31,Weekend,11,2,6,True
KG31,Weekend,12,2,2,True
KG31,Weekend,13,2,5,True
KG31,Weekend,14,2,1,True
KG31,Weekend,15,2,4,True
KG31,Weekend,16,2,0,True
KG31,Weekend,17,2,0,True
KG31,Weekend,18,2,0,True
KG31,Weekend,19,2,0,True
KG31,Weekend,20,2,4,True
KG31,Weekend,21,1,0,True
KG31,Weekend,22,1,0,True
KG31,Weekend,23,1,0,True
KG33,Weekday,0,1,-1,False
KG33,Weekday,1,1,-1,False
KG33,Weekday,2,1,-1,False
KG33,Weekday,3,1,-1,False
KG33,Weekday,4,1,-1,False
KG33,Weekday,5,1,-1,False
KG33,Weekday,6,4,0,True
KG33,Weekday,7,5,0,True
KG33,Weekday,8,5,0,True
KG33,Weekday,9,1,0,True
KG33,Weekday,10,1,3,True
KG33,Weekday,11,1,6,True
KG33,Weekday,12,1,2,True
KG33,Weekday,13,1,5,True
KG33,Weekday,14,1,1,True
KG33,Weekday,15,1,4,True
KG33,Weekday,16,1,0,True
KG33,Weekday,17,3,0,True
KG33,Weekday,18,3,0,True
KG33,Weekday,19,3,0,True
KG33,Weekday,20,1,4,True
KG33,Weekday,21,1,0,True
KG33,Weekday,22,1,0,True
KG33,Weekday,23,1,0,True
KG33,Weekend,0,1,-1,False
KG33,Weekend,1,1,-1,False
KG33,Weekend,2,1,-1,False
KG33,Weekend,3,1,-1,False
KG33,Weekend,4,1,-1,False
KG33,Weekend,5,1,-1,False
KG33,Weekend,6,1,0,True
KG33,Weekend,7,1,0,True
KG33,Weekend,8,1,0,True
KG33,Weekend,9,1,0,True
KG33,Weekend,10,2,3,True
KG33,Weekend,11,2,6,True
KG33,Weekend,12,2,2,True
KG33,Weekend,13,2,5,True
KG33,Weekend,14,2,1,True
KG33,Weekend,15,2,4,True
KG33,Weekend,16,2,0,True
KG33,Weekend,17,2,0,True
KG33,Weekend,18,2,0,True
KG33,Weekend,19,2,0,True
KG33,Weekend,20,2,4,True
KG33,Weekend,21,1,0,True
KG33,Weekend,22,1,0,True
KG33,Weekend,23,1,0,True
KG34,Weekday,0,1,-1,False
KG34,Weekday,1,1,-1,False
KG34,Weekday,2,1,-1,False
KG34,Weekday,3,1,-1,False
KG34,Weekday,4,1,-1,False
KG34,Weekday,5,1,-1,False
KG34,Weekday,6,4,0,True
KG34,Weekday,7,5,0,True
KG34,Weekday,8,5,0,True
KG34,Weekday,9,1,0,True
KG34,Weekday,10,1,3,True
KG34,Weekday,11,1,6,True
KG34,Weekday,12,1,2,True
KG34,Weekday,13,1,5,True
KG34,Weekday,14,1,1,True
KG34,Weekday,15,1,4,True
KG34,Weekday,16,1,0,True
KG34,Weekday,17,3,0,True
KG34,Weekday,18,3,0,True
KG34,Weekday,19,3,0,True
KG34,Weekday,20,1,4,True
KG34,Weekday,21,1,0,True
KG34,Weekday,22,1,0,True
KG34,Weekday,23,1,0,True
KG34,Weekend,0,1,-1,False
KG34,Weekend,1,1,-1,False
KG34,Weekend,2,1,-1,False
KG34,Weekend,3,1,-1,False
KG34,Weekend,4,1,-1,False
KG34,Weekend,5,1,-1,False
KG34,Weekend,6,1,0,True
KG34,Weekend,7,1,0,True
KG34,Weekend,8,1,0,True
KG34,Weekend,9,1,0,True
KG34,Weekend,10,2,3,True
KG34,Weekend,11,2,6,True
KG34,Weekend,12,2,2,True
KG34,Weekend,13,2,5,True
KG34,Weekend,14,2,1,True
KG34,Weekend,15,2,4,True
KG34,Weekend,16,2,0,True
KG34,Weekend,17,2,0,True
KG34,Weekend,18,2,0,True
KG34,Weekend,19,2,0,True
KG34,Weekend,20,2,4,True
KG34,Weekend,21,1,0,True
KG34,Weekend,22,1,0,True
KG34,Weekend,23,1,0,True
KG35,Weekday,0,1,-1,False
KG35,Weekday,1,1,-1,False
KG35,Weekday,2,1,-1,False
KG35,Weekday,3,1,-1,False
KG35,Weekday,4,1,-1,False
KG35,Weekday,5,1,-1,False
KG35,Weekday,6,4,0,True
KG35,Weekday,7,5,0,True
KG35,Weekday,8,5,0,True
KG35,Weekday,9,1,0,True
KG35,Weekday,10,1,3,True
KG35,Weekday,11,1,6,True
KG35,Weekday,12,1,2,True
KG35,Weekday,13,1,5,True
KG35,Weekday,14,1,1,True
KG35,Weekday,15,1,4,True
KG35,Weekday,16,1,0,True
KG35,Weekday,17,3,0,True
KG35,Weekday,18,3,0,True
KG35,Weekday,19,3,0,True
KG35,Weekday,20,1,4,True
KG35,Weekday,21,1,0,True
KG35,Weekday,22,1,0,True
KG35,Weekday,23,1,0,True
KG35,Weekend,0,1,-1,False
KG35,Weekend,1,1,-1,False
KG35,Weekend,2,1,-1,False
KG35,Weekend,3,1,-1,False
KG35,Weekend,4,1,-1,False
KG35,Weekend,5,1,-1,False
KG35,Weekend,6,1,0,True
KG35,Weekend,7,1,0,True
KG35,Weekend,8,1,0,True
KG35,Weekend,9,1,0,True
KG35,Weekend,10,2,3,True
KG35,Weekend,11,2,6,True
KG35,Weekend,12,2,2,True
KG35,Weekend,13,2,5,True
KG35,Weekend,14,2,1,True
KG35,Weekend,15,2,4,True
KG35,Weekend,16,2,0,True
KG35,Weekend,17,2,0,True
KG35,Weekend,18,2,0,True
KG35,Weekend,19,2,0,True
KG35,Weekend,20,2,4,True
KG35,Weekend,21,1,0,True
KG35,Weekend,22,1,0,True
KG35,Weekend,23,1,0,True
KJ1,Weekday,0,1,-1,False
KJ1,Weekday,1,1,-1,False
KJ1,Weekday,2,1,-1,False
KJ1,Weekday,3,1,-1,False
KJ1,Weekday,4,1,-1,False
KJ1,Weekday,5,1,-1,False
KJ1,Weekday,6,4,0,True
KJ1,Weekday,7,5,0,True
KJ1,Weekday,8,5,0,True
KJ1,Weekday,9,1,0,True
KJ1,Weekday,10,1,3,True
KJ1,Weekday,11,1,6,True
KJ1,Weekday,12,1,2,True
KJ1,Weekday,13,1,5,True
KJ1,Weekday,14,1,1,True
KJ1,Weekday,15,1,4,True
KJ1,Weekday,16,1,0,True
KJ1,Weekday,17,3,0,True
KJ1,Weekday,18,3,0,True
KJ1,Weekday,19,3,0,True
KJ1,Weekday,20,1,4,True
KJ1,Weekday,21,1,0,True
KJ1,Weekday,22,1,0,True
KJ1,Weekday,23,1,0,True
