line_id,hour,is_weekend,is_raining,occupancy_percent,occupancy_level
lrt_kj,9,1,0,61.18,2
mrt_pjy,8,0,1,91.56,3
lrt_ampang,6,0,0,81.4,2
komuter,9,1,0,28.2,0
lrt_ampang,16,0,0,72.32,2
mrt_kajang,19,0,0,100.0,3
mrt_pjy,21,0,0,75.71,2
lrt_kj,9,0,1,100.0,3
mrt_pjy,23,0,1,61.81,2
lrt_ampang,13,0,0,79.32,2
mrt_kajang,19,0,1,100.0,3
lrt_ampang,9,1,0,57.83,1
mrt_kajang,18,0,0,100.0,3
lrt_kj,7,0,0,100.0,3
mrt_kajang,17,1,0,61.28,2
lrt_ampang,9,0,0,98.83,3
lrt_kj,11,0,0,100.0,3
mrt_kajang,7,0,0,100.0,3
lrt_ampang,20,1,1,42.34,1
mrt_kajang,18,1,1,73.09,2
lrt_ampang,7,0,0,94.07,3
lrt_kj,10,1,0,34.93,1
mrt_kajang,6,0,0,85.68,3
mrt_kajang,10,1,1,69.3,2
lrt_ampang,9,0,0,98.07,3
lrt_kj,14,0,1,100.0,3
mrt_kajang,7,0,1,100.0,3
mrt_kajang,13,0,0,74.73,2
komuter_utara,8,0,0,72.39,2
lrt_ampang,18,1,0,56.26,1
lrt_kj,13,1,0,42.09,1
lrt_kj,15,1,0,30.9,1
mrt_pjy,8,0,1,100.0,3
lrt_kj,14,0,0,96.66,3
lrt_kj,18,0,0,100.0,3
mrt_pjy,20,0,0,69.86,2
komuter_utara,16,0,0,37.67,1
lrt_ampang,18,0,0,100.0,3
komuter,15,0,0,39.52,1
lrt_ampang,8,0,0,91.66,3
mrt_kajang,8,0,0,100.0,3
lrt_kj,20,0,0,97.01,3
lrt_ampang,12,0,1,89.34,3
lrt_kj,19,1,1,88.86,3
lrt_kj,12,0,0,81.14,2
mrt_kajang,9,0,0,97.45,3
lrt_ampang,11,1,1,55.89,1
mrt_kajang,19,0,0,100.0,3
lrt_kj,16,0,1,100.0,3
lrt_ampang,7,0,0,88.86,3
mrt_kajang,8,0,1,100.0,3
mrt_kajang,21,1,0,54.84,1
lrt_ampang,7,0,1,100.0,3
lrt_kj,18,0,0,100.0,3
mrt_pjy,15,0,1,73.98,2
komuter,11,0,0,54.19,1
lrt_kj,11,0,1,95.65,3
mrt_pjy,18,0,0,87.26,3
mrt_pjy,11,0,0,66.23,2
mrt_kajang,13,0,1,99.38,3
komuter,17,0,0,69.01,2
lrt_kj,10,0,0,100.0,3
komuter,9,0,0,67.96,2
ets,11,1,1,12.75,0
mrt_kajang,8,1,0,75.7,2
ets,15,0,1,52.71,1
mrt_kajang,11,1,1,51.27,1
mrt_pjy,18,1,0,52.72,1
lrt_ampang,9,1,0,49.19,1
lrt_kj,18,0,0,100.0,3
lrt_ampang,18,0,0,93.62,3
lrt_kj,20,0,0,78.68,2
lrt_ampang,15,0,1,85.56,3
lrt_kj,16,0,0,92.82,3
mrt_pjy,8,0,0,78.94,2
lrt_kj,7,0,0,100.0,3
komuter,12,1,0,19.1,0
lrt_kj,6,0,0,72.91,2
lrt_ampang,10,0,0,85.62,3
lrt_ampang,10,0,0,76.32,2
lrt_ampang,7,1,0,57.84,1
lrt_ampang,21,0,0,81.7,2
lrt_ampang,9,0,0,79.22,2
lrt_kj,18,0,1,100.0,3
mrt_kajang,19,0,0,100.0,3
lrt_kj,19,1,0,54.66,1
mrt_pjy,15,0,0,69.46,2
mrt_kajang,19,0,0,100.0,3
monorail,15,0,1,61.68,2
mrt_pjy,10,1,0,19.95,0
lrt_kj,10,0,0,100.0,3
mrt_kajang,11,0,1,99.04,3
lrt_kj,12,1,0,51.71,1
lrt_ampang,22,0,1,77.94,2
mrt_kajang,9,0,0,100.0,3
lrt_kj,16,1,0,39.92,1
komuter,8,0,0,58.24,1
mrt_kajang,16,0,0,84.4,2
lrt_kj,21,0,0,86.69,3
mrt_kajang,21,0,0,86.94,3
lrt_ampang,23,1,1,34.49,1
lrt_ampang,17,0,0,97.98,3
lrt_ampang,12,0,1,88.29,3
mrt_kajang,14,0,0,64.59,2
mrt_kajang,18,0,0,100.0,3
lrt_ampang,14,1,0,39.71,1
lrt_kj,16,0,1,100.0,3
mrt_pjy,13,0,0,64.3,2
lrt_ampang,18,0,0,100.0,3
lrt_kj,19,0,0,100.0,3
lrt_ampang,18,0,0,100.0,3
lrt_ampang,14,0,0,63.06,2
mrt_pjy,8,0,1,100.0,3
lrt_kj,11,0,0,93.77,3
monorail,17,0,0,71.01,2
komuter,13,1,0,27.47,0
mrt_kajang,19,0,0,100.0,3
monorail,18,0,0,65.98,2
tebrau,14,0,0,43.45,1
mrt_kajang,15,0,0,90.78,3
mrt_kajang,19,0,0,100.0,3
mrt_pjy,17,1,0,48.43,1
mrt_kajang,6,1,1,52.74,1
mrt_kajang,23,1,0,10.4,0
lrt_kj,9,1,1,67.18,2
lrt_kj,13,1,0,31.74,1
mrt_kajang,11,1,0,36.85,1
lrt_ampang,22,1,1,67.02,2
lrt_ampang,17,1,1,68.76,2
tebrau,18,1,0,45.63,1
lrt_kj,9,0,0,100.0,3
lrt_ampang,17,0,0,94.16,3
komuter,21,1,1,36.18,1
mrt_pjy,20,0,1,82.47,2
lrt_kj,18,0,0,100.0,3
monorail,17,0,1,86.84,3
mrt_kajang,14,0,0,93.27,3
mrt_pjy,10,0,0,74.72,2
mrt_kajang,20,1,0,53.78,1
mrt_pjy,10,0,1,81.06,2
lrt_kj,15,0,0,80.98,2
lrt_ampang,18,0,0,91.58,3
mrt_kajang,18,1,0,59.8,1
mrt_kajang,16,0,0,84.45,2
lrt_ampang,12,0,0,79.88,2
lrt_kj,6,0,0,100.0,3
lrt_ampang,16,0,1,93.03,3
lrt_kj,22,1,0,54.11,1
lrt_ampang,23,1,1,32.69,1
lrt_ampang,21,0,0,91.26,3
lrt_ampang,7,0,1,97.53,3
lrt_ampang,12,0,0,76.84,2
mrt_pjy,16,0,1,85.51,3
mrt_pjy,18,1,0,40.95,1
mrt_pjy,18,0,0,98.98,3
mrt_kajang,20,1,0,41.13,1
mrt_kajang,11,1,0,33.84,1
komuter,18,0,1,81.31,2
lrt_kj,19,0,0,100.0,3
lrt_kj,15,0,1,100.0,3
mrt_kajang,9,0,0,99.11,3
mrt_kajang,14,0,1,100.0,3
mrt_pjy,10,0,0,59.37,1
mrt_kajang,21,1,1,45.1,1
mrt_pjy,15,0,1,78.02,2
mrt_pjy,21,0,0,57.53,1
mrt_kajang,7,0,0,96.15,3
lrt_kj,18,1,0,72.04,2
lrt_kj,22,1,0,29.02,0
intercity,11,0,1,47.03,1
lrt_ampang,13,0,1,90.3,3
ets,18,0,0,69.02,2
mrt_kajang,12,0,0,76.81,2
mrt_kajang,6,0,1,100.0,3
lrt_kj,19,0,0,100.0,3
lrt_ampang,16,0,1,93.23,3
lrt_kj,19,1,1,84.45,2
mrt_kajang,16,0,0,89.37,3
lrt_ampang,17,1,0,66.99,2
monorail,11,0,1,49.92,1
mrt_pjy,19,0,0,100.0,3
lrt_ampang,17,0,0,99.53,3
mrt_pjy,9,0,1,100.0,3
komuter,14,0,1,37.09,1
mrt_kajang,15,0,0,86.85,3
mrt_pjy,16,0,0,66.08,2
mrt_pjy,9,0,0,79.28,2
komuter,12,0,1,54.97,1
mrt_kajang,12,0,0,82.23,2
lrt_kj,21,0,1,100.0,3
monorail,20,0,1,64.09,2
lrt_ampang,8,0,1,100.0,3
mrt_kajang,22,1,1,60.96,2
lrt_kj,9,1,0,58.33,1
mrt_kajang,14,1,0,48.33,1
mrt_kajang,16,0,0,80.6,2
lrt_kj,17,0,0,100.0,3
mrt_pjy,17,1,0,49.63,1
mrt_kajang,9,0,1,100.0,3
mrt_pjy,11,0,0,62.69,2
ets,18,0,0,52.24,1
mrt_pjy,10,1,1,40.6,1
mrt_pjy,13,0,0,77.2,2
lrt_kj,19,0,0,100.0,3
lrt_ampang,11,0,0,63.02,2
mrt_kajang,16,0,0,93.21,3
mrt_kajang,17,0,1,100.0,3
monorail,11,1,0,16.43,0
lrt_kj,16,0,0,92.92,3
mrt_kajang,8,0,0,92.71,3
lrt_kj,8,0,0,100.0,3
mrt_kajang,7,0,0,100.0,3
mrt_kajang,11,1,0,33.74,1
lrt_ampang,8,1,1,67.95,2
mrt_pjy,16,0,1,73.1,2
mrt_pjy,14,0,1,82.75,2
mrt_kajang,16,0,1,100.0,3
mrt_kajang,16,0,0,80.91,2
lrt_ampang,10,0,0,70.43,2
mrt_kajang,22,1,1,54.08,1
lrt_ampang,16,0,0,72.13,2
mrt_kajang,20,0,1,100.0,3
mrt_kajang,7,1,0,58.68,1
komuter,9,0,0,62.23,2
mrt_kajang,17,0,0,94.92,3
lrt_ampang,20,0,1,82.3,2
lrt_kj,8,0,0,100.0,3
mrt_pjy,9,0,0,100.0,3
mrt_kajang,7,0,0,98.57,3
lrt_kj,18,0,0,100.0,3
lrt_kj,13,0,1,100.0,3
mrt_pjy,8,0,0,87.06,3
mrt_kajang,21,1,0,32.42,1
mrt_pjy,15,1,1,46.23,1
lrt_kj,9,0,1,100.0,3
mrt_kajang,16,0,0,73.94,2
mrt_kajang,9,1,1,66.04,2
lrt_kj,18,0,1,100.0,3
mrt_kajang,10,0,1,85.76,3
mrt_kajang,22,1,0,32.93,1
mrt_pjy,16,0,0,72.82,2
mrt_kajang,23,0,0,73.66,2
lrt_ampang,13,0,1,86.43,3
lrt_kj,7,0,0,100.0,3
lrt_ampang,13,0,1,81.98,2
mrt_kajang,19,0,1,100.0,3
lrt_kj,10,1,0,41.05,1
mrt_pjy,18,1,0,55.16,1
mrt_kajang,18,0,0,100.0,3
mrt_pjy,6,0,0,66.55,2
lrt_kj,15,0,0,98.32,3
mrt_kajang,17,1,0,61.1,2
mrt_kajang,10,0,1,79.89,2
mrt_kajang,15,0,0,87.46,3
lrt_kj,10,1,0,31.1,1
mrt_kajang,14,0,0,74.39,2
mrt_kajang,18,0,0,98.8,3
mrt_kajang,20,0,1,94.25,3
lrt_kj,22,1,1,53.33,1
komuter,15,0,0,61.29,2
lrt_ampang,7,1,0,51.23,1
lrt_kj,13,0,0,99.79,3
lrt_ampang,10,1,1,39.3,1
mrt_kajang,7,0,0,100.0,3
mrt_pjy,15,0,1,83.53,2
mrt_pjy,14,0,0,76.65,2
mrt_kajang,17,0,0,100.0,3
mrt_kajang,6,1,0,41.22,1
mrt_pjy,19,0,0,86.72,3
lrt_kj,14,1,0,48.46,1
monorail,19,0,0,73.52,2
mrt_pjy,19,0,0,100.0,3
mrt_pjy,19,0,0,100.0,3
lrt_kj,7,0,0,99.65,3
mrt_kajang,8,0,0,88.06,3
lrt_ampang,18,0,0,99.09,3
mrt_pjy,16,0,0,61.21,2
lrt_kj,10,0,0,89.86,3
lrt_ampang,6,0,0,72.79,2
monorail,15,1,0,12.4,0
mrt_pjy,7,0,1,94.32,3
lrt_ampang,17,0,0,100.0,3
mrt_pjy,23,0,0,46.29,1
mrt_pjy,7,0,0,91.4,3
mrt_kajang,13,1,0,30.4,1
lrt_kj,7,0,0,100.0,3
lrt_ampang,16,0,0,72.88,2
lrt_ampang,20,1,0,27.67,0
mrt_kajang,9,0,0,100.0,3
lrt_kj,13,1,0,30.18,1
mrt_kajang,19,0,0,100.0,3
komuter,15,1,1,26.32,0
mrt_kajang,6,0,0,96.77,3
lrt_kj,14,1,0,50.45,1
lrt_kj,10,0,1,100.0,3
lrt_ampang,15,0,1,89.23,3
mrt_kajang,18,1,0,68.49,2
mrt_pjy,11,0,0,68.66,2
mrt_kajang,17,0,1,100.0,3
mrt_kajang,14,1,1,64.03,2
lrt_ampang,18,0,1,100.0,3
lrt_kj,8,1,0,53.03,1
lrt_kj,10,0,1,100.0,3
lrt_ampang,18,0,0,99.81,3
lrt_kj,6,1,0,48.8,1
mrt_pjy,20,1,0,32.5,1
lrt_kj,16,0,1,98.12,3
lrt_ampang,21,1,0,41.26,1
mrt_kajang,18,0,0,100.0,3
monorail,12,1,0,28.91,0
mrt_pjy,14,1,0,45.31,1
mrt_pjy,21,1,0,37.65,1
mrt_pjy,8,0,0,85.25,3
mrt_kajang,13,1,0,45.62,1
lrt_ampang,16,0,0,62.7,2
mrt_kajang,11,0,0,87.03,3
mrt_kajang,18,0,0,100.0,3
lrt_ampang,16,0,0,79.82,2
monorail,18,1,0,39.17,1
lrt_ampang,18,0,0,93.41,3
mrt_kajang,9,0,0,100.0,3
lrt_ampang,19,0,0,98.95,3
komuter_utara,13,1,0,15.94,0
monorail,14,0,0,52.68,1
lrt_ampang,12,0,1,88.84,3
lrt_kj,7,0,0,100.0,3
lrt_kj,20,0,0,96.61,3
lrt_kj,21,0,0,95.02,3
komuter,20,1,0,29.02,0
mrt_kajang,16,0,0,79.67,2
lrt_kj,8,0,0,100.0,3
lrt_ampang,17,0,0,92.66,3
komuter,11,1,0,13.38,0
lrt_ampang,18,0,0,100.0,3
lrt_kj,18,0,0,100.0,3
komuter_utara,10,0,0,40.68,1
mrt_pjy,8,0,0,79.28,2
lrt_kj,9,0,0,100.0,3
mrt_pjy,18,0,1,100.0,3
mrt_kajang,13,0,1,91.86,3
lrt_ampang,17,0,0,100.0,3
lrt_kj,8,0,1,100.0,3
lrt_ampang,7,0,1,100.0,3
mrt_kajang,18,0,0,100.0,3
mrt_pjy,19,1,0,58.36,1
lrt_ampang,21,1,0,41.75,1
komuter_utara,8,0,0,60.27,2
lrt_kj,11,1,0,42.0,1
lrt_kj,6,0,0,85.89,3
mrt_kajang,16,0,1,86.86,3
mrt_pjy,19,1,0,54.77,1
mrt_kajang,20,0,0,79.91,2
lrt_kj,8,1,1,77.24,2
lrt_ampang,7,0,1,100.0,3
mrt_kajang,9,0,0,97.16,3
mrt_pjy,16,0,1,67.68,2
lrt_kj,17,0,0,100.0,3
lrt_ampang,12,1,0,45.09,1
lrt_kj,7,0,0,100.0,3
mrt_pjy,15,0,0,69.58,2
mrt_kajang,19,0,0,94.08,3
mrt_pjy,15,0,1,84.73,2
lrt_kj,8,0,0,100.0,3
mrt_kajang,6,0,0,80.81,2
lrt_kj,14,1,0,42.83,1
mrt_kajang,15,1,0,43.21,1
mrt_pjy,20,0,0,75.47,2
lrt_kj,12,1,1,51.72,1
mrt_pjy,8,1,0,42.93,1
lrt_ampang,13,0,0,82.04,2
monorail,20,0,1,61.74,2
lrt_ampang,8,0,0,90.21,3
mrt_pjy,8,0,0,83.17,2
mrt_pjy,18,1,0,57.07,1
lrt_kj,12,1,0,41.82,1
lrt_ampang,14,0,0,76.48,2
mrt_kajang,18,0,1,100.0,3
mrt_kajang,10,0,0,73.94,2
mrt_kajang,20,0,0,81.19,2
mrt_pjy,14,0,1,91.25,3
mrt_kajang,8,1,0,47.5,1
mrt_kajang,13,0,0,89.46,3
mrt_kajang,18,0,0,100.0,3
komuter,9,0,0,60.3,2
mrt_pjy,15,0,0,71.15,2
lrt_ampang,8,0,0,94.89,3
lrt_ampang,8,1,0,67.04,2
mrt_pjy,19,0,0,99.97,3
mrt_kajang,11,1,0,49.08,1
monorail,23,1,0,5.64,0
mrt_pjy,7,0,0,80.23,2
mrt_kajang,9,1,0,53.01,1
monorail,18,0,0,80.85,2
lrt_kj,17,0,0,100.0,3
lrt_kj,20,0,1,100.0,3
mrt_kajang,7,0,0,94.63,3
lrt_kj,9,0,0,100.0,3
lrt_ampang,18,0,0,100.0,3
lrt_kj,17,0,0,100.0,3
mrt_pjy,21,0,0,72.58,2
mrt_kajang,15,1,1,58.1,1
lrt_kj,20,0,0,92.43,3
lrt_kj,22,0,0,85.16,3
lrt_kj,17,0,0,100.0,3
mrt_kajang,9,0,0,99.57,3
lrt_kj,14,0,0,89.7,3
komuter,17,0,0,68.58,2
lrt_ampang,15,0,0,90.19,3
lrt_kj,15,0,0,85.69,3
lrt_kj,18,0,1,100.0,3
lrt_kj,13,1,0,24.64,0
komuter,16,0,1,59.14,1
lrt_kj,19,0,1,100.0,3
lrt_ampang,7,0,0,81.64,2
ets,9,1,0,35.36,1
mrt_kajang,18,0,1,100.0,3
mrt_kajang,18,0,0,100.0,3
mrt_pjy,17,0,0,91.08,3
mrt_kajang,10,1,0,38.93,1
komuter_utara,8,0,0,51.56,1
intercity,18,1,0,41.61,1
komuter,11,1,1,28.19,0
mrt_pjy,8,0,0,83.37,2
mrt_pjy,6,1,0,14.2,0
mrt_pjy,11,1,1,53.06,1
mrt_kajang,6,1,1,56.29,1
mrt_kajang,10,0,0,80.63,2
lrt_kj,6,0,1,97.39,3
lrt_ampang,17,0,1,100.0,3
lrt_kj,18,0,1,100.0,3
lrt_ampang,15,0,0,75.91,2
mrt_kajang,15,0,0,80.38,2
lrt_kj,18,0,0,100.0,3
lrt_kj,7,0,0,100.0,3
lrt_kj,12,1,0,44.43,1
lrt_kj,13,0,0,100.0,3
ets,8,0,0,64.94,2
komuter_utara,13,1,0,12.33,0
lrt_kj,14,0,0,83.05,2
lrt_kj,21,1,1,54.72,1
mrt_kajang,17,0,0,100.0,3
mrt_kajang,22,0,1,93.99,3
komuter,8,0,0,75.1,2
lrt_kj,19,1,0,65.31,2
komuter,19,1,0,40.45,1
mrt_kajang,13,0,1,94.3,3
mrt_kajang,20,0,0,84.86,2
mrt_kajang,20,0,0,83.27,2
mrt_kajang,7,0,1,100.0,3
lrt_ampang,12,1,0,31.52,1
lrt_kj,21,1,1,36.46,1
mrt_pjy,12,0,1,94.31,3
lrt_kj,12,0,1,88.66,3
lrt_ampang,17,0,1,100.0,3
mrt_kajang,12,0,0,88.92,3
mrt_kajang,7,0,1,100.0,3
mrt_kajang,17,0,1,100.0,3
lrt_ampang,8,0,0,86.18,3
mrt_pjy,6,1,0,28.36,0
lrt_kj,16,0,0,91.11,3
mrt_pjy,18,0,0,91.33,3
mrt_pjy,7,0,0,82.75,2
mrt_pjy,17,1,0,46.85,1
mrt_kajang,20,0,0,83.77,2
mrt_pjy,17,0,0,95.19,3
mrt_kajang,9,0,0,100.0,3
lrt_kj,18,0,0,100.0,3
monorail,19,0,0,68.6,2
lrt_kj,18,0,0,100.0,3
mrt_pjy,15,0,0,67.24,2
mrt_kajang,17,0,0,100.0,3
lrt_kj,19,0,0,100.0,3
komuter,17,0,0,69.35,2
lrt_ampang,7,1,0,52.38,1
mrt_pjy,16,0,0,79.16,2
mrt_pjy,13,0,0,84.29,2
lrt_ampang,7,0,1,100.0,3
lrt_kj,13,0,0,82.95,2
lrt_kj,6,0,0,98.68,3
tebrau,20,0,0,28.69,0
tebrau,23,1,0,0.0,0
mrt_kajang,9,0,1,100.0,3
lrt_kj,21,0,0,98.94,3
lrt_ampang,14,1,0,38.12,1
mrt_kajang,13,1,1,57.28,1
mrt_pjy,19,1,0,55.88,1
lrt_ampang,11,0,0,82.07,2
lrt_ampang,6,1,0,38.22,1
lrt_kj,17,0,0,100.0,3
lrt_kj,8,0,0,100.0,3
mrt_pjy,15,1,0,32.76,1
mrt_kajang,21,0,0,87.37,3
mrt_pjy,12,0,0,67.97,2
mrt_pjy,10,0,0,86.05,3
lrt_ampang,17,0,1,100.0,3
lrt_kj,6,1,0,35.3,1
tebrau,19,1,0,41.72,1
komuter,18,0,1,79.76,2
lrt_kj,19,0,0,100.0,3
lrt_kj,8,0,0,100.0,3
monorail,8,0,1,72.77,2
lrt_ampang,7,0,0,100.0,3
lrt_kj,13,0,1,100.0,3
mrt_pjy,10,1,0,26.85,0
lrt_ampang,16,0,1,81.1,2
mrt_kajang,7,0,1,100.0,3
mrt_kajang,20,0,1,91.74,3
komuter,16,0,1,67.33,2
lrt_ampang,22,0,1,80.55,2
monorail,9,0,0,64.1,2
lrt_kj,15,1,0,37.35,1
lrt_kj,17,0,0,100.0,3
ets,17,0,0,60.54,2
mrt_kajang,15,0,0,73.9,2
lrt_kj,22,0,1,100.0,3
lrt_ampang,13,1,1,35.97,1
lrt_kj,20,0,0,88.84,3
mrt_pjy,10,0,0,74.7,2
lrt_kj,9,1,0,71.35,2
komuter_utara,16,0,0,49.02,1
mrt_kajang,19,0,1,100.0,3
lrt_kj,18,0,1,100.0,3
komuter_utara,9,0,0,59.96,1
mrt_pjy,22,0,1,71.64,2
mrt_kajang,13,0,0,74.92,2
lrt_kj,9,0,0,100.0,3
lrt_kj,21,0,0,91.71,3
lrt_ampang,12,0,1,91.97,3
lrt_kj,22,1,0,42.8,1
mrt_pjy,23,1,0,25.33,0
lrt_kj,18,0,0,100.0,3
mrt_kajang,16,0,0,79.07,2
lrt_ampang,16,0,1,100.0,3
lrt_kj,14,0,0,91.19,3
mrt_kajang,6,0,0,81.38,2
lrt_kj,12,1,0,43.3,1
lrt_ampang,18,1,0,60.7,2
lrt_kj,8,0,0,100.0,3
lrt_kj,7,0,0,100.0,3
lrt_kj,17,0,1,100.0,3
mrt_kajang,10,0,0,75.61,2
tebrau,7,0,0,52.62,1
lrt_ampang,17,0,0,100.0,3
mrt_pjy,7,0,0,86.47,3
monorail,19,0,0,74.37,2
monorail,10,0,0,47.69,1
lrt_kj,18,0,0,100.0,3
lrt_kj,17,0,0,100.0,3
mrt_pjy,16,1,0,39.63,1
lrt_ampang,8,0,0,95.12,3
lrt_ampang,21,1,0,28.72,0
lrt_kj,12,1,0,36.33,1
lrt_ampang,10,1,0,42.69,1
lrt_ampang,18,0,1,100.0,3
lrt_ampang,19,1,1,76.27,2
lrt_ampang,7,1,0,54.69,1
mrt_kajang,12,1,0,44.76,1
mrt_kajang,14,0,1,100.0,3
mrt_kajang,18,0,1,100.0,3
mrt_pjy,23,1,0,14.11,0
lrt_kj,15,0,0,97.31,3
lrt_ampang,23,1,0,33.48,1
lrt_ampang,17,0,0,100.0,3
lrt_kj,7,0,0,100.0,3
lrt_kj,8,1,0,65.76,2
lrt_kj,19,0,0,100.0,3
komuter_utara,14,0,0,31.04,1
komuter_utara,8,0,1,81.48,2
lrt_ampang,19,0,0,100.0,3
mrt_pjy,19,0,1,98.56,3
lrt_kj,14,0,0,81.44,2
mrt_pjy,15,0,0,70.58,2
mrt_kajang,7,0,0,92.68,3
mrt_kajang,19,0,0,100.0,3
mrt_kajang,8,0,1,100.0,3
lrt_ampang,18,0,1,100.0,3
mrt_pjy,17,0,1,100.0,3
mrt_pjy,9,0,0,71.39,2
lrt_kj,19,0,0,100.0,3
lrt_ampang,16,0,0,82.79,2
lrt_kj,19,0,0,100.0,3
lrt_ampang,18,0,0,100.0,3
mrt_kajang,17,1,0,64.77,2
mrt_kajang,9,0,0,100.0,3
komuter,8,0,0,64.85,2
monorail,18,0,0,74.11,2
lrt_kj,14,0,0,89.93,3
lrt_kj,18,0,1,100.0,3
mrt_kajang,7,0,1,100.0,3
mrt_kajang,22,0,0,78.84,2
mrt_kajang,17,0,0,100.0,3
lrt_kj,8,1,0,62.86,2
mrt_pjy,12,1,1,38.6,1
mrt_kajang,12,0,1,100.0,3
lrt_kj,9,1,1,67.52,2
mrt_pjy,8,0,1,100.0,3
lrt_ampang,17,0,0,95.96,3
lrt_kj,15,0,0,85.86,3
lrt_kj,7,0,0,100.0,3
lrt_ampang,9,0,0,93.72,3
lrt_ampang,13,1,1,50.36,1
mrt_kajang,17,0,0,100.0,3
mrt_pjy,21,0,1,93.97,3
mrt_kajang,7,1,0,48.55,1
mrt_pjy,15,0,0,67.08,2
lrt_kj,14,0,0,90.43,3
lrt_kj,21,1,1,55.1,1
mrt_pjy,17,1,0,58.56,1
tebrau,23,1,0,3.0,0
mrt_pjy,15,0,0,78.39,2
mrt_pjy,8,0,0,92.68,3
lrt_kj,9,0,0,100.0,3
lrt_kj,17,0,0,100.0,3
lrt_kj,13,0,0,77.64,2
mrt_kajang,19,0,0,100.0,3
mrt_kajang,20,0,1,100.0,3
mrt_kajang,9,1,1,68.17,2
tebrau,6,0,0,42.1,1
intercity,16,1,0,9.39,0
lrt_ampang,14,1,0,38.89,1
lrt_kj,11,1,0,35.0,1
mrt_kajang,11,1,0,39.16,1
lrt_kj,15,1,0,43.61,1
mrt_kajang,18,0,0,97.02,3
mrt_kajang,8,1,0,73.38,2
lrt_kj,7,0,0,100.0,3
mrt_kajang,21,0,0,74.3,2
mrt_kajang,16,0,0,90.34,3
mrt_kajang,15,0,0,76.68,2
mrt_pjy,8,0,0,95.27,3
lrt_ampang,18,0,1,100.0,3
lrt_kj,15,0,1,100.0,3
lrt_kj,13,1,1,69.29,2
lrt_kj,13,1,0,40.41,1
ets,8,0,0,51.28,1
mrt_kajang,23,1,0,21.78,0
lrt_ampang,8,1,0,51.94,1
mrt_kajang,16,0,1,83.33,2
monorail,21,0,1,62.04,2
lrt_kj,19,0,1,100.0,3
mrt_kajang,8,0,0,100.0,3
lrt_ampang,11,1,1,32.47,1
lrt_kj,6,0,0,92.95,3
mrt_pjy,23,1,0,18.12,0
mrt_kajang,22,1,1,57.52,1
komuter,7,0,0,57.64,1
mrt_kajang,10,0,0,80.08,2
lrt_ampang,18,0,0,100.0,3
monorail,8,0,1,72.79,2
mrt_kajang,9,0,0,96.55,3
mrt_pjy,18,0,0,91.17,3
lrt_kj,16,0,0,94.85,3
mrt_kajang,6,0,1,100.0,3
mrt_pjy,15,1,0,22.01,0
mrt_kajang,9,1,0,48.65,1
lrt_kj,6,1,0,34.09,1
lrt_ampang,12,1,0,41.05,1
lrt_kj,14,0,0,90.86,3
mrt_pjy,13,0,1,86.33,3
monorail,11,1,0,22.51,0
lrt_ampang,10,1,0,43.41,1
lrt_kj,18,0,1,100.0,3
lrt_kj,20,0,1,100.0,3
lrt_kj,7,0,1,100.0,3
mrt_pjy,11,1,0,19.37,0
mrt_pjy,19,0,1,100.0,3
mrt_pjy,13,0,0,66.0,2
mrt_kajang,9,0,1,100.0,3
mrt_pjy,12,1,0,40.51,1
mrt_pjy,10,0,0,67.97,2
lrt_ampang,9,1,1,66.19,2
mrt_pjy,16,0,0,45.33,1
lrt_kj,17,0,1,100.0,3
lrt_ampang,7,0,0,87.06,3
tebrau,15,0,1,40.95,1
mrt_kajang,7,0,0,100.0,3
lrt_ampang,17,0,0,92.31,3
mrt_kajang,11,0,0,87.51,3
mrt_kajang,6,1,1,44.7,1
komuter_utara,10,0,1,50.25,1
mrt_kajang,9,0,0,98.44,3
mrt_pjy,12,0,1,76.45,2
mrt_kajang,8,0,1,100.0,3
mrt_pjy,19,1,0,62.35,2
lrt_ampang,10,0,1,97.01,3
mrt_kajang,9,0,0,100.0,3
lrt_kj,20,0,1,100.0,3
mrt_pjy,7,1,0,46.41,1
lrt_kj,9,0,0,100.0,3
mrt_kajang,7,1,0,61.7,2
mrt_kajang,19,0,1,100.0,3
lrt_kj,10,0,0,86.55,3
lrt_kj,16,0,1,100.0,3
lrt_kj,6,1,0,53.36,1
mrt_kajang,16,0,1,80.68,2
komuter,21,0,0,42.43,1
lrt_ampang,17,0,0,100.0,3
mrt_kajang,8,0,0,100.0,3
lrt_kj,9,0,0,100.0,3
lrt_kj,19,0,1,100.0,3
mrt_pjy,17,1,0,62.98,2
mrt_pjy,17,0,0,93.02,3
mrt_pjy,17,0,1,99.12,3
monorail,7,1,0,38.17,1
lrt_kj,18,0,0,100.0,3
mrt_pjy,8,0,0,88.07,3
lrt_ampang,6,0,0,80.8,2
lrt_kj,9,0,0,100.0,3
lrt_ampang,23,0,0,59.91,1
mrt_kajang,6,1,0,35.34,1
mrt_kajang,19,0,0,100.0,3
lrt_ampang,18,0,0,94.75,3
mrt_kajang,19,1,1,85.69,3
lrt_kj,9,1,0,51.75,1
mrt_kajang,21,0,0,97.46,3
monorail,19,0,0,80.01,2
mrt_kajang,19,0,1,100.0,3
lrt_kj,10,0,1,100.0,3
mrt_pjy,9,0,0,90.45,3
lrt_ampang,15,1,0,41.04,1
lrt_kj,19,0,1,100.0,3
monorail,8,0,0,71.23,2
lrt_kj,14,1,0,46.7,1
