stop_id,stop_name,route_id,hour,is_weekend,is_raining,is_holiday,peak_period,station_pressure,event_intensity,headway_minutes,occupancy_percent,occupancy_level
PY27,KUCHAI,PYL,21,1,0,0,1,0,0,10,45.99,3
KG20,TUN RAZAK EXCHANGE,MRT,12,0,0,0,0,4,0,8,62.23,4
MR7,RAJA CHULAN,MR,0,0,0,0,0,0,0,14,40.44,3
PY17,TITIWANGSA,PYL,12,0,1,0,0,4,0,9,69.88,4
PY03,KAMPUNG SELAMAT,PYL,16,0,0,0,2,0,0,7,54.84,3
KJ5,SETIAWANGSA,KJ,17,0,0,0,3,0,0,3,63.93,4
SP16,SUNGAI BESI,PH,18,0,0,0,3,1,0,5,70.95,4
KJ31,USJ 7,KJ,17,0,0,0,3,1,0,4,76.4,4
SP3,TITIWANGSA,PH,4,0,1,0,0,4,0,12,73.0,4
PY36,TAMAN EQUINE,PYL,0,0,1,0,0,0,0,14,60.67,4
KJ23,TAMAN BAHAGIA,KJ,1,0,0,0,0,0,0,13,45.31,3
KJ34,USJ 21,KJ,22,0,0,0,0,0,0,17,56.56,3
SP27,BANDAR PUTERI,PH,4,0,1,0,0,0,0,10,37.69,3
AG5,SULTAN ISMAIL,AG,3,0,0,0,0,0,0,12,42.38,3
KJ31,USJ 7,KJ,3,1,0,0,0,1,0,17,52.55,3
KG25,TAMAN MUTIARA,MRT,20,0,0,0,0,0,0,11,41.63,3
KG09,BANDAR UTAMA,MRT,16,0,0,0,2,3,1,6,98.23,5
KJ18,KERINCHI,KJ,1,0,0,0,0,0,0,12,42.4,3
PY21,PERSIARAN KLCC,PYL,14,0,0,0,0,3,0,9,59.11,4
SP2,SENTUL,PH,0,0,0,0,0,0,1,15,58.46,4
BRT4,SUNMED,BRT,18,1,1,0,1,0,0,13,44.94,3
KG18A,BUKIT BINTANG,MRT,23,1,0,0,0,3,0,16,61.03,4
SP25,PUSAT BANDAR PUCHONG,PH,14,0,0,0,0,0,0,8,29.25,2
KJ19,UNIVERSITI,KJ,13,0,0,0,0,0,0,7,30.7,2
KG23,TAMAN PERTAMA,MRT,22,0,0,0,0,0,0,13,44.58,3
KJ23,TAMAN BAHAGIA,KJ,15,0,1,0,0,0,0,8,49.52,3
SP3,TITIWANGSA,PH,5,1,0,0,0,4,0,16,59.48,4
KJ23,TAMAN BAHAGIA,KJ,17,0,0,0,3,0,0,4,65.67,4
KJ6,JELATEK,KJ,18,0,1,0,3,0,0,4,66.67,4
PY15,JALAN IPOH,PYL,3,0,0,0,0,0,0,14,53.36,3
AG14,PANDAN JAYA,AG,1,0,0,0,0,0,0,12,41.33,3
KG20,TUN RAZAK EXCHANGE,MRT,22,0,1,0,0,4,0,15,71.33,4
KJ6,JELATEK,KJ,3,0,0,0,0,0,1,17,62.71,4
KJ37,PUTRA HEIGHTS,KJ,2,1,1,0,0,1,0,13,49.78,3
BRT3,SUNWAY LAGOON,BRT,3,1,0,0,0,0,0,13,27.9,2
BRT3,SUNWAY LAGOON,BRT,19,1,0,0,1,0,0,9,33.68,3
PY28,TAMAN NAGA EMAS,PYL,0,0,0,0,0,0,0,16,48.21,3
PY13,KAMPUNG BATU,PYL,14,0,1,0,0,0,1,9,49.44,3
SP1,SENTUL TIMUR,PH,23,0,1,0,0,0,0,13,43.67,3
KJ35,ALAM MEGAH,KJ,22,0,0,0,0,0,0,14,42.02,3
PY32,SERDANG RAYA SELATAN,PYL,20,0,0,0,0,0,0,15,47.41,3
AG10,PUDU,AG,21,0,0,0,0,0,0,11,35.94,3
AG7,MASJID JAMEK,AG,16,0,0,0,2,4,1,7,89.32,5
BRT5,SunU-Monash,BRT,18,0,0,0,3,0,0,6,67.29,4
KJ34,USJ 21,KJ,18,1,0,0,1,0,0,9,42.63,3
KJ33,WAWASAN,KJ,23,0,0,0,0,0,0,15,52.7,3
PY18,HOSPITAL KUALA LUMPUR,PYL,17,0,0,0,3,0,0,4,65.42,4
MR6,BUKIT BINTANG,MR,5,0,1,0,0,3,0,12,66.19,4
AG12,MIHARJA,AG,0,0,0,0,0,0,0,11,33.56,3
PY20,AMPANG PARK,PYL,21,0,1,0,0,0,0,11,43.24,3
SP11,CHAN SOW LIN,PH,22,1,0,0,0,1,0,16,49.55,3
KG21,COCHRANE,MRT,4,0,0,0,0,0,0,12,44.06,3
SP26,TAMAN PERINDUSTRIAN PUCHONG,PH,1,1,0,0,0,0,0,13,27.96,2
AG12,MIHARJA,AG,0,0,0,0,0,0,0,16,48.52,3
SP24,IOI PUCHONG JAYA,PH,13,0,0,0,0,0,0,12,40.24,3
MR2,TUN SAMBANTHAN,MR,14,0,1,0,0,0,0,9,32.09,3
KJ36,SUBANG ALAM,KJ,22,0,0,0,0,0,0,17,50.47,3
SP13,SALAK SELATAN,PH,19,1,1,0,1,0,0,9,46.82,3
SP17,BUKIT JALIL,PH,22,0,0,0,0,2,0,13,52.69,3
PY20,AMPANG PARK,PYL,5,1,0,0,0,0,0,16,32.68,3
KJ35,ALAM MEGAH,KJ,13,0,0,0,0,0,0,9,27.67,2
MR7,RAJA CHULAN,MR,23,1,0,0,0,0,0,15,37.28,3
AG7,MASJID JAMEK,AG,22,0,0,0,0,4,0,17,73.82,4
KJ23,TAMAN BAHAGIA,KJ,14,0,0,0,0,0,0,8,44.38,3
SP22,KINRARA,PH,2,0,0,0,0,0,0,13,49.44,3
PY32,SERDANG RAYA SELATAN,PYL,22,1,0,0,0,0,0,16,34.91,3
KJ20,TAMAN JAYA,KJ,1,0,1,0,0,0,0,16,52.39,3
PY19,RAJA UDA,PYL,1,1,0,0,0,0,0,14,28.44,2
KJ33,WAWASAN,KJ,21,0,1,0,0,0,0,17,61.05,4
SP20,MUHIBBAH,PH,19,0,1,0,0,0,0,11,48.97,3
KG16,PASAR SENI,MRT,17,0,1,0,2,4,1,5,100.0,5
KJ36,SUBANG ALAM,KJ,4,1,0,0,0,0,0,10,26.83,2
AG6,BANDARAYA - UOB,AG,1,1,1,0,0,0,0,12,29.02,2
KG22,MALURI,MRT,22,1,0,0,0,1,1,12,46.01,3
KJ6,JELATEK,KJ,3,0,0,0,0,0,0,16,52.02,3
MR9,MEDAN TUANKU,MR,1,0,0,0,0,0,0,17,48.39,3
KJ20,TAMAN JAYA,KJ,22,1,0,0,0,0,0,10,29.23,2
KJ12,DANG WANGI,KJ,4,0,1,0,0,0,0,12,55.14,3
KG15,MUZIUM NEGARA,MRT,19,1,0,0,1,0,0,10,33.19,3
KJ28,SUBANG JAYA,KJ,5,0,0,0,0,0,0,11,33.4,3
SP20,MUHIBBAH,PH,23,0,0,0,0,0,0,11,44.02,3
MR2,TUN SAMBANTHAN,MR,0,1,1,0,0,0,0,14,29.66,2
MR3,MAHARAJALELA,MR,17,0,0,0,3,0,0,6,57.14,3
KJ36,SUBANG ALAM,KJ,21,0,1,0,0,0,0,10,40.46,3
SP9,HANG TUAH,PH,13,1,0,0,1,4,1,7,59.27,4
KG06,KOTA DAMANSARA,MRT,23,0,0,0,0,0,0,12,48.93,3
KJ1,GOMBAK,KJ,20,1,0,0,1,0,0,8,26.87,2
KJ19,UNIVERSITI,KJ,13,0,0,0,0,0,0,8,36.2,3
KG34,STADIUM KAJANG,MRT,17,1,0,0,1,2,1,8,63.81,4
PY22,CONLAY,PYL,20,1,0,0,1,0,0,8,27.98,2
KG06,KOTA DAMANSARA,MRT,5,1,1,0,0,0,0,10,40.47,3
AG1,SENTUL TIMUR,AG,15,0,0,0,0,0,1,7,41.74,3
KJ10,KLCC,KJ,23,0,0,0,0,3,0,14,62.97,4
AG14,PANDAN JAYA,AG,4,0,1,0,0,0,0,17,61.9,4
KG34,STADIUM KAJANG,MRT,5,1,0,0,0,2,0,10,39.33,3
KJ15,KL SENTRAL - REDONE,KJ,12,0,1,0,0,4,0,10,70.23,4
KG20,TUN RAZAK EXCHANGE,MRT,3,0,0,0,0,4,0,13,65.92,4
PY19,RAJA UDA,PYL,1,0,0,0,0,0,0,10,38.39,3
KJ25,LEMBAH SUBANG,KJ,20,0,0,0,0,0,0,10,47.51,3
KG29,BANDAR TUN HUSSEIN ONN,MRT,15,0,1,0,0,0,0,10,41.39,3
PY27,KUCHAI,PYL,22,0,0,0,0,0,0,12,45.28,3
MR2,TUN SAMBANTHAN,MR,14,0,1,0,0,0,0,10,39.06,3
SP1,SENTUL TIMUR,PH,19,0,0,0,2,0,0,7,50.72,3
KJ7,DATO' KERAMAT,KJ,20,1,0,0,1,0,0,10,38.76,3
PY04,SUNGAI BULOH,PYL,16,0,0,0,2,0,0,6,58.85,4
SP8,PLAZA RAKYAT,PH,15,0,0,0,0,1,0,7,46.83,3
SP31,PUTRA HEIGHTS,PH,19,0,0,0,2,1,0,5,73.57,4
KG34,STADIUM KAJANG,MRT,17,1,0,0,1,2,1,7,58.0,3
SP18,SRI PETALING,PH,21,1,0,0,1,0,1,12,42.47,3
KJ4,SRI RAMPAI,KJ,2,0,0,0,0,0,0,18,56.17,3
PY37,PUTRA PERMAI,PYL,17,1,0,0,1,0,0,7,21.66,2
SP7,MASJID JAMEK,PH,1,1,0,0,0,4,0,10,58.53,4
PY32,SERDANG RAYA SELATAN,PYL,2,0,1,0,0,0,0,12,48.02,3
PY03,KAMPUNG SELAMAT,PYL,23,0,0,0,0,0,1,11,44.64,3
AG16,CEMPAKA,AG,2,1,1,0,0,0,0,11,32.87,3
PY15,JALAN IPOH,PYL,16,1,0,0,1,0,0,11,38.0,3
MR7,RAJA CHULAN,MR,23,0,0,0,0,0,0,17,50.75,3
SP21,ALAM SUTERA,PH,14,0,0,0,0,0,0,9,42.81,3
MR6,BUKIT BINTANG,MR,12,0,1,0,0,3,0,12,71.01,4
PY27,KUCHAI,PYL,17,0,0,0,3,0,0,4,68.75,4
SP10,PUDU,PH,3,0,0,0,0,0,0,11,41.55,3
KJ5,SETIAWANGSA,KJ,14,0,0,0,0,0,0,10,35.77,3
PY05,DAMANSARA DAMAI,PYL,5,0,1,0,0,0,0,16,53.08,3
PY32,SERDANG RAYA SELATAN,PYL,3,0,1,0,0,0,0,14,53.08,3
PY41,PUTRAJAYA SENTRAL,PYL,4,0,0,0,0,0,0,13,43.14,3
PY15,JALAN IPOH,PYL,0,1,0,0,0,0,0,10,32.07,3
BRT2,MENTARI,BRT,14,0,1,0,0,0,0,13,50.67,3
KG26,TAMAN CONNAUGHT,MRT,17,1,0,0,1,0,0,10,37.69,3
PY13,KAMPUNG BATU,PYL,2,0,1,0,0,0,0,14,53.63,3
PY12,SRI DELIMA,PYL,18,1,0,0,1,0,0,11,40.38,3
MR2,TUN SAMBANTHAN,MR,12,0,0,0,0,0,0,11,33.17,3
PY08,SRI DAMANSARA TIMUR,PYL,3,1,1,0,0,0,1,12,50.95,3
PY32,SERDANG RAYA SELATAN,PYL,22,0,0,0,0,0,0,10,37.62,3
SP17,BUKIT JALIL,PH,23,0,0,0,0,2,0,18,59.43,4
AG9,HANG TUAH,AG,0,0,0,0,0,4,0,13,65.42,4
KJ3,WANGSA MAJU,KJ,18,0,0,0,3,2,0,3,73.53,4
KJ22,TAMAN PARAMOUNT,KJ,14,0,0,0,0,0,0,9,44.61,3
PY22,CONLAY,PYL,23,0,0,0,0,0,0,11,37.59,3
MR7,RAJA CHULAN,MR,12,1,0,0,1,0,0,9,34.58,3
KG17,MERDEKA,MRT,3,0,0,0,0,1,1,14,67.25,4
SP31,PUTRA HEIGHTS,PH,16,0,0,0,1,1,1,9,69.06,4
PY10,KEPONG BARU,PYL,19,0,0,0,2,0,0,6,49.91,3
SP26,TAMAN PERINDUSTRIAN PUCHONG,PH,22,0,0,0,0,0,0,18,53.69,3
SP8,PLAZA RAKYAT,PH,0,0,0,0,0,1,0,11,54.93,3
AG16,CEMPAKA,AG,3,0,1,0,0,0,0,12,53.73,3
AG2,SENTUL,AG,21,0,0,0,0,0,0,15,50.83,3
PY41,PUTRAJAYA SENTRAL,PYL,19,1,0,0,1,0,1,11,47.68,3
SP20,MUHIBBAH,PH,12,0,0,0,0,0,0,11,39.57,3
KJ5,SETIAWANGSA,KJ,14,0,0,0,0,0,0,7,30.72,2
KJ22,TAMAN PARAMOUNT,KJ,21,1,0,0,1,0,0,9,40.67,3
KJ35,ALAM MEGAH,KJ,22,0,1,0,0,0,1,13,57.46,3
PY36,TAMAN EQUINE,PYL,16,0,1,0,2,0,0,5,67.48,4
KG15,MUZIUM NEGARA,MRT,20,0,0,0,0,0,0,14,49.73,3
KG34,STADIUM KAJANG,MRT,15,0,0,0,0,2,0,9,54.79,3
KG34,STADIUM KAJANG,MRT,19,0,0,0,0,2,0,9,50.86,3
PY23,TUN RAZAK EXCHANGE,PYL,21,1,0,0,1,4,1,8,65.95,4
BRT1,SUNWAY-SETIA JAYA,BRT,2,0,0,0,0,0,1,10,39.67,3
KJ2,TAMAN MELATI,KJ,14,0,0,0,0,0,0,9,33.31,3
PY07,SRI DAMANSARA SENTRAL,PYL,21,0,0,0,0,0,0,13,49.75,3
PY21,PERSIARAN KLCC,PYL,17,0,1,0,3,3,1,5,100.0,5
AG5,SULTAN ISMAIL,AG,3,0,1,0,0,0,0,12,46.64,3
PY08,SRI DAMANSARA TIMUR,PYL,4,0,0,0,0,0,0,10,42.98,3
SP3,TITIWANGSA,PH,21,1,0,0,1,4,1,11,71.64,4
KJ22,TAMAN PARAMOUNT,KJ,12,0,0,0,0,0,0,9,43.02,3
KG24,TAMAN MIDAH,MRT,17,0,0,0,3,0,0,3,61.11,4
SP28,PUCHONG PERDANA,PH,14,0,1,0,0,0,0,8,37.62,3
SP27,BANDAR PUTERI,PH,0,0,1,0,0,0,0,13,49.71,3
PY11,JINJANG,PYL,17,0,1,0,3,0,0,4,65.69,4
PY13,KAMPUNG BATU,PYL,1,0,0,0,0,0,0,16,49.4,3
SP1,SENTUL TIMUR,PH,21,0,0,0,0,0,0,18,48.22,3
AG14,PANDAN JAYA,AG,13,1,0,0,1,0,0,8,30.13,2
BRT2,MENTARI,BRT,17,0,0,0,3,0,0,7,63.33,4
KJ24,KELANA JAYA,KJ,20,0,1,0,0,0,0,17,67.81,4
SP15,BANDAR TASIK SELATAN,PH,3,0,0,0,0,2,0,15,52.6,3
AG14,PANDAN JAYA,AG,16,0,0,0,1,0,0,10,44.55,3
KJ13,MASJID JAMEK,KJ,18,0,0,0,3,4,1,3,100.0,5
SP2,SENTUL,PH,13,0,0,0,0,0,0,7,35.99,3
MR11,TITIWANGSA,MR,22,0,0,0,0,4,0,18,69.5,4
BRT3,SUNWAY LAGOON,BRT,21,0,1,0,0,0,0,16,51.99,3
KG28,SRI RAYA,MRT,16,1,1,0,1,0,0,7,44.61,3
SP17,BUKIT JALIL,PH,0,0,0,0,0,2,1,12,60.36,4
KG31,BUKIT DUKUNG,MRT,3,0,0,0,0,0,0,16,47.19,3
KG10,TAMAN TUN DR ISMAIL,MRT,15,1,0,0,1,0,0,8,28.74,2
KG28,SRI RAYA,MRT,5,0,0,0,0,0,0,14,57.13,3
PY31,SERDANG RAYA UTARA,PYL,4,1,1,0,0,0,0,11,39.07,3
KJ16,BANK RAKYAT BANGSAR,KJ,18,0,0,0,3,0,0,4,65.75,4
KG07,SURIAN,MRT,22,1,0,0,0,0,0,10,36.03,3
KG14,SEMANTAN,MRT,20,1,0,0,1,0,0,10,37.3,3
PY03,KAMPUNG SELAMAT,PYL,13,1,0,0,1,0,1,9,44.66,3
SP18,SRI PETALING,PH,17,1,1,0,1,0,1,8,44.03,3
PY29,SUNGAI BESI,PYL,4,1,1,0,0,1,1,16,56.78,3
SP25,PUSAT BANDAR PUCHONG,PH,16,0,0,1,2,0,0,6,54.87,3
AG13,MALURI,AG,16,0,0,0,1,1,0,11,61.51,4
KG15,MUZIUM NEGARA,MRT,20,0,1,0,0,0,0,11,53.84,3
KJ19,UNIVERSITI,KJ,17,0,0,0,3,0,0,3,59.03,4
PY06,SRI DAMANSARA BARAT,PYL,22,0,0,0,0,0,0,12,44.54,3
KJ8,DAMAI,KJ,17,0,0,0,2,0,0,6,54.94,3
PY34,UPM,PYL,14,1,0,0,1,0,0,10,35.08,3
KJ37,PUTRA HEIGHTS,KJ,20,0,0,0,0,1,0,11,44.46,3
SP14,BANDAR TUN RAZAK,PH,4,0,0,0,0,0,0,15,36.04,3
PY03,KAMPUNG SELAMAT,PYL,15,1,0,0,1,0,0,7,32.21,3
SP2,SENTUL,PH,15,1,0,0,1,0,0,7,28.86,2
SP11,CHAN SOW LIN,PH,13,0,0,0,0,1,0,10,49.7,3
PY12,SRI DELIMA,PYL,21,0,1,0,0,0,0,10,45.77,3
KJ24,KELANA JAYA,KJ,22,1,1,0,0,0,0,12,39.14,3
SP16,SUNGAI BESI,PH,16,0,0,0,1,1,0,11,55.68,3
KG35,KAJANG,MRT,3,0,0,0,0,0,0,13,52.67,3
KJ11,KAMPUNG BARU - CBP COOPBANK PERTAMA,KJ,0,0,0,0,0,0,0,17,55.52,3
KJ6,JELATEK,KJ,18,1,0,0,1,0,1,9,44.32,3
KJ36,SUBANG ALAM,KJ,1,0,0,0,0,0,0,18,51.23,3
SP22,KINRARA,PH,22,1,0,0,0,0,0,14,37.28,3
PY33,SERDANG JAYA,PYL,14,0,0,0,0,0,0,11,42.0,3
KJ2,TAMAN MELATI,KJ,1,0,1,0,0,0,0,13,46.04,3
KG20,TUN RAZAK EXCHANGE,MRT,2,0,0,0,0,4,0,15,69.2,4
SP16,SUNGAI BESI,PH,20,1,1,0,1,1,0,12,45.46,3
KJ33,WAWASAN,KJ,4,0,0,0,0,0,0,16,55.13,3
AG16,CEMPAKA,AG,18,1,0,0,1,0,0,10,41.68,3
MR9,MEDAN TUANKU,MR,23,0,0,0,0,0,0,13,45.71,3
KG23,TAMAN PERTAMA,MRT,0,1,0,0,0,0,0,10,24.81,2
BRT4,SUNMED,BRT,5,0,0,0,0,0,0,11,44.74,3
SP8,PLAZA RAKYAT,PH,5,0,0,0,0,1,0,14,65.84,4
MR11,TITIWANGSA,MR,18,0,0,0,3,4,1,6,100.0,5
AG18,AMPANG,AG,3,0,0,0,0,0,0,13,52.1,3
MR8,BUKIT NANAS,MR,14,1,1,0,1,0,0,12,39.32,3
SP27,BANDAR PUTERI,PH,1,1,0,0,0,0,0,12,29.63,2
PY34,UPM,PYL,14,0,1,0,0,0,0,10,52.92,3
KG22,MALURI,MRT,14,0,0,0,0,1,1,9,54.74,3
PY01,KWASA DAMANSARA,PYL,22,0,0,0,0,1,0,12,46.91,3
PY18,HOSPITAL KUALA LUMPUR,PYL,1,0,1,0,0,0,0,10,48.28,3
PY14,KENTOMEN,PYL,1,1,1,0,0,0,0,15,42.2,3
KJ16,BANK RAKYAT BANGSAR,KJ,14,1,0,0,1,0,0,9,44.37,3
KG35,KAJANG,MRT,14,0,1,0,0,0,0,8,45.25,3
AG4,PWTC,AG,21,0,1,0,0,0,0,16,52.64,3
KJ35,ALAM MEGAH,KJ,1,1,0,0,0,0,1,16,43.18,3
SP16,SUNGAI BESI,PH,1,0,0,0,0,1,0,14,50.56,3
PY24,CHAN SOW LIN,PYL,19,1,1,0,1,1,0,11,57.04,3
KJ25,LEMBAH SUBANG,KJ,23,0,1,0,0,0,0,10,53.12,3
KJ6,JELATEK,KJ,18,0,1,0,2,0,0,6,57.62,3
KG17,MERDEKA,MRT,13,1,0,0,1,1,0,8,46.15,3
AG2,SENTUL,AG,12,0,0,0,0,0,0,7,36.24,3
AG13,MALURI,AG,3,0,0,0,0,1,0,17,64.54,4
SP26,TAMAN PERINDUSTRIAN PUCHONG,PH,22,0,0,0,0,0,0,17,45.65,3
SP9,HANG TUAH,PH,4,0,1,0,0,4,0,14,67.95,4
AG10,PUDU,AG,22,0,1,0,0,0,0,13,44.57,3
PY10,KEPONG BARU,PYL,3,0,0,0,0,0,0,14,47.8,3
AG13,MALURI,AG,20,1,0,0,1,1,0,11,42.73,3
SP12,CHERAS,PH,2,1,1,0,0,0,1,18,62.26,4
KG26,TAMAN CONNAUGHT,MRT,0,0,0,0,0,0,0,15,50.86,3
PY22,CONLAY,PYL,2,1,0,0,0,0,0,11,31.17,2
KJ2,TAMAN MELATI,KJ,0,0,0,0,0,0,0,15,39.98,3
KJ27,CGC GLENMARIE,KJ,12,0,0,0,0,0,0,8,35.13,3
AG1,SENTUL TIMUR,AG,3,1,0,0,0,0,0,14,42.45,3
KG08,MUTIARA DAMANSARA,MRT,15,0,1,0,0,0,0,10,50.51,3
PY23,TUN RAZAK EXCHANGE,PYL,21,1,1,0,1,4,1,9,72.96,4
KG29,BANDAR TUN HUSSEIN ONN,MRT,21,0,1,0,0,0,0,16,56.29,3
BRT5,SunU-Monash,BRT,0,1,0,0,0,0,0,18,39.14,3
SP4,PWTC,PH,5,1,0,0,0,0,0,16,33.84,3
PY34,UPM,PYL,17,1,1,0,1,0,0,10,48.13,3
AG9,HANG TUAH,AG,22,0,0,0,0,4,0,17,76.17,4
PY17,TITIWANGSA,PYL,19,1,0,0,1,4,1,7,72.73,4
AG1,SENTUL TIMUR,AG,18,0,0,0,2,0,1,6,65.56,4
AG10,PUDU,AG,15,0,1,0,0,0,0,11,42.61,3
KG08,MUTIARA DAMANSARA,MRT,1,0,0,0,0,0,1,15,65.02,4
KG09,BANDAR UTAMA,MRT,4,1,0,0,0,3,0,12,55.57,3
PY08,SRI DAMANSARA TIMUR,PYL,4,1,1,0,0,0,1,15,61.24,4
KG15,MUZIUM NEGARA,MRT,21,0,0,0,0,0,0,12,49.1,3
BRT2,MENTARI,BRT,18,0,0,0,2,0,0,9,51.63,3
KJ26,ARA DAMANSARA,KJ,0,0,1,0,0,0,0,18,55.23,3
KG04,KWASA DAMANSARA,MRT,2,0,0,0,0,1,0,12,57.08,3
KG27,TAMAN SUNTEX,MRT,23,0,0,0,0,0,0,12,47.31,3
SP11,CHAN SOW LIN,PH,12,0,0,0,0,1,0,11,57.55,3
SP10,PUDU,PH,12,0,0,0,0,0,0,7,32.92,3
PY07,SRI DAMANSARA SENTRAL,PYL,19,0,0,0,0,0,0,7,42.49,3
SP20,MUHIBBAH,PH,2,0,0,0,0,0,0,15,49.46,3
KG06,KOTA DAMANSARA,MRT,0,0,0,0,0,0,0,11,39.62,3
KG24,TAMAN MIDAH,MRT,2,1,0,0,0,0,0,15,41.08,3
KG24,TAMAN MIDAH,MRT,13,0,0,0,0,0,0,9,40.97,3
KG29,BANDAR TUN HUSSEIN ONN,MRT,12,1,1,0,1,0,0,10,33.72,3
PY39,CYBERJAYA UTARA,PYL,18,0,0,0,2,0,0,6,48.69,3
SP28,PUCHONG PERDANA,PH,2,0,0,0,0,0,0,17,45.41,3
KG08,MUTIARA DAMANSARA,MRT,23,0,1,0,0,0,0,11,55.34,3
SP19,AWAN BESAR,PH,22,1,0,0,0,0,0,13,33.65,3
BRT1,SUNWAY-SETIA JAYA,BRT,17,0,0,0,3,0,0,6,62.55,4
SP9,HANG TUAH,PH,2,0,0,0,0,4,0,15,61.86,4
KG16,PASAR SENI,MRT,2,0,0,0,0,4,1,13,83.2,5
KJ24,KELANA JAYA,KJ,23,1,0,0,0,0,0,15,38.48,3
KJ17,ABDULLAH HUKUM,KJ,14,0,0,0,0,3,0,10,51.44,3
AG7,MASJID JAMEK,AG,4,1,0,0,0,4,0,16,55.5,3
KJ27,CGC GLENMARIE,KJ,20,0,1,0,0,0,0,17,56.46,3
PY39,CYBERJAYA UTARA,PYL,15,1,0,0,1,0,0,8,30.48,2
KJ24,KELANA JAYA,KJ,14,0,1,0,0,0,0,10,54.65,3
AG13,MALURI,AG,22,1,0,0,0,1,0,18,50.3,3
KG17,MERDEKA,MRT,21,1,0,0,1,1,0,7,42.72,3
PY36,TAMAN EQUINE,PYL,20,0,0,0,0,0,0,10,43.21,3
KJ26,ARA DAMANSARA,KJ,22,0,0,0,0,0,1,18,61.42,4
SP31,PUTRA HEIGHTS,PH,14,1,1,0,1,1,0,12,62.1,4
PY07,SRI DAMANSARA SENTRAL,PYL,20,0,0,0,0,0,0,15,50.46,3
PY08,SRI DAMANSARA TIMUR,PYL,21,0,1,0,0,0,0,16,66.01,4
SP15,BANDAR TASIK SELATAN,PH,18,0,0,0,2,2,0,5,60.25,4
KJ5,SETIAWANGSA,KJ,14,0,1,0,0,0,0,8,40.31,3
SP14,BANDAR TUN RAZAK,PH,3,1,0,0,0,0,0,16,34.27,3
KG34,STADIUM KAJANG,MRT,16,0,0,0,1,2,0,10,67.38,4
KJ11,KAMPUNG BARU - CBP COOPBANK PERTAMA,KJ,23,0,0,0,0,0,0,10,43.98,3
PY04,SUNGAI BULOH,PYL,21,1,0,0,1,0,0,8,28.13,2
KJ15,KL SENTRAL - REDONE,KJ,2,1,0,0,0,4,0,18,73.46,4
KJ16,BANK RAKYAT BANGSAR,KJ,14,0,1,0,0,0,0,7,50.66,3
PY27,KUCHAI,PYL,23,0,0,0,0,0,0,10,45.84,3
KJ13,MASJID JAMEK,KJ,22,0,0,0,0,4,0,15,77.73,4
SP13,SALAK SELATAN,PH,0,0,0,0,0,0,1,10,54.47,3
KG30,BATU 11 CHERAS,MRT,0,1,0,0,0,0,0,11,31.47,2
KG31,BUKIT DUKUNG,MRT,20,0,1,0,0,0,0,14,49.15,3
KG09,BANDAR UTAMA,MRT,23,1,0,0,0,3,0,12,58.55,4
PY10,KEPONG BARU,PYL,3,0,0,0,0,0,0,10,32.91,3
AG17,CAHAYA,AG,0,0,0,0,0,0,0,11,47.04,3
KJ1,GOMBAK,KJ,1,1,1,0,0,0,0,12,29.06,2
PY37,PUTRA PERMAI,PYL,12,1,0,0,1,0,1,11,44.59,3
SP2,SENTUL,PH,15,1,0,0,1,0,0,12,36.87,3
PY14,KENTOMEN,PYL,0,0,0,0,0,0,0,12,42.2,3
KJ1,GOMBAK,KJ,5,0,0,0,0,0,0,18,47.85,3
BRT6,SOUTH QUAY-USJ 1,BRT,2,0,0,0,0,0,0,13,35.57,3
PY40,CYBERJAYA CITY CENTRE,PYL,2,0,0,0,0,0,0,14,49.12,3
KG14,SEMANTAN,MRT,13,0,0,0,0,0,0,8,34.6,3
AG4,PWTC,AG,12,0,1,0,0,0,0,7,31.99,2
PY41,PUTRAJAYA SENTRAL,PYL,21,0,0,0,0,0,0,11,38.24,3
PY27,KUCHAI,PYL,23,0,0,0,0,0,0,15,50.69,3
KG17,MERDEKA,MRT,15,0,0,0,0,1,0,7,51.38,3
KJ35,ALAM MEGAH,KJ,0,1,1,0,0,0,0,10,23.13,2
AG11,CHAN SOW LIN,AG,5,1,0,0,0,1,0,10,29.24,2
KG23,TAMAN PERTAMA,MRT,3,0,0,0,0,0,0,16,47.58,3
PY41,PUTRAJAYA SENTRAL,PYL,18,0,0,0,2,0,0,4,54.39,3
KJ9,AMPANG PARK,KJ,17,0,1,0,2,0,0,6,62.1,4
KJ28,SUBANG JAYA,KJ,0,0,0,0,0,0,0,18,50.37,3
PY27,KUCHAI,PYL,3,0,1,0,0,0,0,14,60.22,4
AG2,SENTUL,AG,17,0,1,0,3,0,0,4,68.44,4
AG4,PWTC,AG,21,1,1,0,1,0,0,9,29.09,2
PY36,TAMAN EQUINE,PYL,13,1,0,0,1,0,0,8,37.33,3
KJ22,TAMAN PARAMOUNT,KJ,22,0,0,0,0,0,0,14,52.62,3
SP18,SRI PETALING,PH,4,0,0,0,0,0,0,10,35.67,3
KJ16,BANK RAKYAT BANGSAR,KJ,12,0,0,0,0,0,0,7,43.12,3
SP5,SULTAN ISMAIL,PH,13,1,1,0,1,0,0,7,41.08,3
MR8,BUKIT NANAS,MR,13,0,0,0,0,0,0,8,32.02,3
KJ20,TAMAN JAYA,KJ,0,0,0,0,0,0,0,13,45.36,3
MR4,HANG TUAH,MR,23,1,0,0,0,4,0,13,47.15,3
